paper_id,claim_id,table_figure,claim,claim_type,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
coppock_green_porter_2022,fg2_post_power,Figure G.2,Power printed in the right panel,pipeline,0.89,0.893,0,0.8866000000000002,0,NA,archive,NA
coppock_green_porter_2022,fn_calc_posterior,Note 1,Posterior mean inside the printed cost-per-vote expression,pipeline,0.00708364086516408,0.007,1,0.00708364086516408,1,NA,NA,NA
coppock_green_porter_2022,fn_calc_result,Note 1,"Result of the printed cost-per-vote expression, dollars",pipeline,8.681337780261797,8.68,1,8.681337780261797,1,NA,NA,NA
coppock_green_porter_2022,fn_calc_voters,Note 1,Voter total inside the printed cost-per-vote expression,pipeline,822782.7733194007,822783,1,822782.7733194007,1,NA,NA,NA
coppock_green_porter_2022,fn_voters,Note 1,Voters in targeted ZIP codes used in the cost-per-vote calculation,pipeline,822782.7733194007,822783,1,822782.7733194007,1,NA,NA,NA
coppock_green_porter_2022,pap_control,Appendix H (pre-analysis plan),ZIP codes assigned to control in the pre-analysis plan's assignment table,pipeline,NA,104,NA,104,1,NA,NA,NA
coppock_green_porter_2022,pap_v1,Appendix H (pre-analysis plan),ZIP codes assigned to video 1 in the pre-analysis plan's assignment table,pipeline,NA,53,NA,53,1,NA,NA,NA
coppock_green_porter_2022,pap_v2,Appendix H (pre-analysis plan),ZIP codes assigned to video 2 in the pre-analysis plan's assignment table,pipeline,NA,53,NA,53,1,NA,NA,NA
coppock_green_porter_2022,pap_zips,Appendix H (pre-analysis plan),ZIP codes named in the pre-analysis plan,pipeline,NA,210,NA,210,1,NA,NA,NA
coppock_green_porter_2022,power_combined_pct,Bayesian integration,"Power of the Bayesian posterior estimator, per cent, as stated in the main text",pipeline,89,89,1,88.66000000000001,1,NA,NA,NA
coppock_green_porter_2022,power_own_pct,Bayesian integration,"Power of the experiment on its own, per cent, as stated in the main text",pipeline,23,21,0,20.719999999999978,1,NA,archive,NA
coppock_green_porter_2022,power_pate_pp,Bayesian integration,"Average effect implied by the previous literature, percentage points",pipeline,1.003100201576892,1.0,1,1.003100201576892,1,NA,NA,NA
coppock_green_porter_2022,results_adj_est,Results,"Covariate-adjusted effect on vote share, percentage points",pipeline,-0.04433232858292829,-0.04,1,-0.04433232858292829,1,NA,NA,NA
coppock_green_porter_2022,results_adj_se,Results,"Standard error of the covariate-adjusted effect, percentage points",pipeline,0.8475969259392859,0.85,1,0.8475969259392859,1,NA,NA,NA
coppock_green_porter_2022,results_ri_p_adj,Results,"One-tailed randomization inference p-value, covariate-adjusted model",pipeline,0.51,0.508,0,0.505,0,NA,archive,NA
coppock_green_porter_2022,results_ri_p_unadj,Results,"One-tailed randomization inference p-value, unadjusted model",pipeline,0.48,0.471,0,0.4585,0,NA,archive,NA
coppock_green_porter_2022,results_unadj_est,Results,"Unadjusted effect on Democratic vote share as stated in the text, percentage points",pipeline,0.211445890447404,2.1,0,0.211445890447404,0,NA,paper_internal,NA
coppock_green_porter_2022,results_unadj_se,Results,"Standard error of the unadjusted effect as stated in the text, percentage points",pipeline,2.248729557733574,3.0,0,2.248729557733574,0,NA,paper_internal,NA
coppock_green_porter_2022,results_zip_all,Results,ZIP codes included in the ZIP-level analysis,pipeline,NA,210,NA,210,1,NA,NA,NA
coppock_green_porter_2022,t1_nested_control_prec,Table 1,"Only nested precincts, Control: precincts",pipeline,524,524,1,524,1,NA,NA,NA
coppock_green_porter_2022,t1_nested_control_zip,Table 1,"Only nested precincts, Control: ZIP codes",pipeline,84,84,1,84,1,NA,NA,NA
coppock_green_porter_2022,t1_nested_total_prec,Table 1,"Only nested precincts, Total: precincts",pipeline,1096,1096,1,1096,1,NA,NA,NA
coppock_green_porter_2022,t1_nested_total_zip,Table 1,"Only nested precincts, Total: ZIP codes",pipeline,169,169,1,169,1,NA,NA,NA
coppock_green_porter_2022,t1_nested_v1_prec,Table 1,"Only nested precincts, Treatment video 1: precincts",pipeline,285,285,1,285,1,NA,NA,NA
coppock_green_porter_2022,t1_nested_v1_zip,Table 1,"Only nested precincts, Treatment video 1: ZIP codes",pipeline,43,43,1,43,1,NA,NA,NA
coppock_green_porter_2022,t1_nested_v2_prec,Table 1,"Only nested precincts, Treatment video 2: precincts",pipeline,287,287,1,287,1,NA,NA,NA
coppock_green_porter_2022,t1_nested_v2_zip,Table 1,"Only nested precincts, Treatment video 2: ZIP codes",pipeline,42,42,1,42,1,NA,NA,NA
coppock_green_porter_2022,t1_noex_control_prec,Table 1,"No exclusions, Control: precincts",pipeline,NA,4683,NA,NA,NA,NA,archive,"The deposit holds only the precincts nested within a single ZIP code, so the unrestricted precinct count is not recoverable"
coppock_green_porter_2022,t1_noex_control_zip,Table 1,"No exclusions, Control: ZIP codes",pipeline,104,104,1,104,1,NA,NA,NA
coppock_green_porter_2022,t1_noex_total_prec,Table 1,"No exclusions, Total: precincts",pipeline,NA,9235,NA,NA,NA,NA,archive,"The deposit holds only the precincts nested within a single ZIP code, so the unrestricted precinct count is not recoverable"
coppock_green_porter_2022,t1_noex_total_zip,Table 1,"No exclusions, Total: ZIP codes",pipeline,210,210,1,210,1,NA,NA,NA
coppock_green_porter_2022,t1_noex_v1_prec,Table 1,"No exclusions, Treatment video 1: precincts",pipeline,NA,2246,NA,NA,NA,NA,archive,"The deposit holds only the precincts nested within a single ZIP code, so the unrestricted precinct count is not recoverable"
coppock_green_porter_2022,t1_noex_v1_zip,Table 1,"No exclusions, Treatment video 1: ZIP codes",pipeline,53,53,1,53,1,NA,NA,NA
coppock_green_porter_2022,t1_noex_v2_prec,Table 1,"No exclusions, Treatment video 2: precincts",pipeline,NA,2306,NA,NA,NA,NA,archive,"The deposit holds only the precincts nested within a single ZIP code, so the unrestricted precinct count is not recoverable"
coppock_green_porter_2022,t1_noex_v2_zip,Table 1,"No exclusions, Treatment video 2: ZIP codes",pipeline,53,53,1,53,1,NA,NA,NA
coppock_green_porter_2022,t1_outcome_control_prec,Table 1,"With outcome data, Control: precincts",pipeline,420,420,1,420,1,NA,NA,NA
coppock_green_porter_2022,t1_outcome_control_zip,Table 1,"With outcome data, Control: ZIP codes",pipeline,76,76,1,76,1,NA,NA,NA
coppock_green_porter_2022,t1_outcome_total_prec,Table 1,"With outcome data, Total: precincts",pipeline,853,853,1,853,1,NA,NA,NA
coppock_green_porter_2022,t1_outcome_total_zip,Table 1,"With outcome data, Total: ZIP codes",pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,t1_outcome_v1_prec,Table 1,"With outcome data, Treatment video 1: precincts",pipeline,220,220,1,220,1,NA,NA,NA
coppock_green_porter_2022,t1_outcome_v1_zip,Table 1,"With outcome data, Treatment video 1: ZIP codes",pipeline,41,41,1,41,1,NA,NA,NA
coppock_green_porter_2022,t1_outcome_v2_prec,Table 1,"With outcome data, Treatment video 2: precincts",pipeline,213,213,1,213,1,NA,NA,NA
coppock_green_porter_2022,t1_outcome_v2_zip,Table 1,"With outcome data, Treatment video 2: ZIP codes",pipeline,37,37,1,37,1,NA,NA,NA
coppock_green_porter_2022,t4_m1_any_est,Table 4,Table 4 cell m1_any_est,pipeline,0.00211445890447404,0.0021,1,0.00211445890447404,1,NA,NA,NA
coppock_green_porter_2022,t4_m1_any_se,Table 4,Table 4 cell m1_any_se,pipeline,0.02248729557733574,0.0225,1,0.02248729557733574,1,NA,NA,NA
coppock_green_porter_2022,t4_m1_int_est,Table 4,Table 4 cell m1_int_est,pipeline,NA,0.4937,NA,0.4936848432725968,1,NA,NA,NA
coppock_green_porter_2022,t4_m1_int_se,Table 4,Table 4 cell m1_int_se,pipeline,NA,0.0157,NA,0.01572498143990582,1,NA,NA,NA
coppock_green_porter_2022,t4_m1_nclust,Table 4,Table 4 cell m1_nclust,pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,t4_m1_nobs,Table 4,Table 4 cell m1_nobs,pipeline,853,853,1,853,1,NA,NA,NA
coppock_green_porter_2022,t4_m1_r2,Table 4,Table 4 cell m1_r2,pipeline,NA,0.0000,NA,4.130678263847276e-5,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_any_est,Table 4,Table 4 cell m2_any_est,pipeline,-4.4332328582928296e-4,-0.0004,1,-4.4332328582928296e-4,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_any_se,Table 4,Table 4 cell m2_any_se,pipeline,0.00847596925939286,0.0085,1,0.00847596925939286,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_int_est,Table 4,Table 4 cell m2_int_est,pipeline,NA,0.0135,NA,0.01345519101137816,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_int_se,Table 4,Table 4 cell m2_int_se,pipeline,NA,0.0122,NA,0.01220499527217374,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_m2012_est,Table 4,Table 4 cell m2_m2012_est,pipeline,NA,5.3026,NA,5.30261305563563,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_m2012_se,Table 4,Table 4 cell m2_m2012_se,pipeline,NA,3.0541,NA,3.054093775963637,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_m2014_est,Table 4,Table 4 cell m2_m2014_est,pipeline,NA,14.8150,NA,14.814961475279809,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_m2014_se,Table 4,Table 4 cell m2_m2014_se,pipeline,NA,5.0869,NA,5.08686546734517,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_m2016_est,Table 4,Table 4 cell m2_m2016_est,pipeline,NA,84.3343,NA,84.33430971027256,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_m2016_se,Table 4,Table 4 cell m2_m2016_se,pipeline,NA,6.0944,NA,6.094409893469628,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_nclust,Table 4,Table 4 cell m2_nclust,pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_nobs,Table 4,Table 4 cell m2_nobs,pipeline,853,853,1,853,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_r2,Table 4,Table 4 cell m2_r2,pipeline,NA,0.8356,NA,0.8356498606214334,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_x2012_est,Table 4,Table 4 cell m2_x2012_est,pipeline,NA,0.0531,NA,0.0531267448157959,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_x2012_se,Table 4,Table 4 cell m2_x2012_se,pipeline,NA,0.0307,NA,0.03069851998752346,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_x2014_est,Table 4,Table 4 cell m2_x2014_est,pipeline,NA,0.1489,NA,0.1489294156468032,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_x2014_se,Table 4,Table 4 cell m2_x2014_se,pipeline,NA,0.0511,NA,0.05113641198004157,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_x2016_est,Table 4,Table 4 cell m2_x2016_est,pipeline,NA,0.8482,NA,0.8482380661471884,1,NA,NA,NA
coppock_green_porter_2022,t4_m2_x2016_se,Table 4,Table 4 cell m2_x2016_se,pipeline,NA,0.0613,NA,0.06128426850858724,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_int_est,Table 4,Table 4 cell m3_int_est,pipeline,NA,0.4937,NA,0.4936848432725968,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_int_se,Table 4,Table 4 cell m3_int_se,pipeline,NA,0.0157,NA,0.01572498143990586,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_nclust,Table 4,Table 4 cell m3_nclust,pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_nobs,Table 4,Table 4 cell m3_nobs,pipeline,853,853,1,853,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_r2,Table 4,Table 4 cell m3_r2,pipeline,NA,0.0100,NA,0.00998920292465166,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_tv1_est,Table 4,Table 4 cell m3_tv1_est,pipeline,-0.02054151711593248,-0.0205,1,-0.02054151711593248,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_tv1_se,Table 4,Table 4 cell m3_tv1_se,pipeline,0.0249779396651857,0.0250,1,0.0249779396651857,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_tv2_est,Table 4,Table 4 cell m3_tv2_est,pipeline,0.02551499751710058,0.0255,1,0.02551499751710058,1,NA,NA,NA
coppock_green_porter_2022,t4_m3_tv2_se,Table 4,Table 4 cell m3_tv2_se,pipeline,0.0291181584918253,0.0291,1,0.0291181584918253,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_int_est,Table 4,Table 4 cell m4_int_est,pipeline,NA,0.0140,NA,0.01404791761235433,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_int_se,Table 4,Table 4 cell m4_int_se,pipeline,NA,0.0128,NA,0.01279770841177339,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_m2012_est,Table 4,Table 4 cell m4_m2012_est,pipeline,NA,5.2424,NA,5.2423796444737105,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_m2012_se,Table 4,Table 4 cell m4_m2012_se,pipeline,NA,3.1297,NA,3.129722655189911,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_m2014_est,Table 4,Table 4 cell m4_m2014_est,pipeline,NA,14.7661,NA,14.76614274441265,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_m2014_se,Table 4,Table 4 cell m4_m2014_se,pipeline,NA,5.1776,NA,5.177596661715906,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_m2016_est,Table 4,Table 4 cell m4_m2016_est,pipeline,NA,84.3359,NA,84.33588314466297,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_m2016_se,Table 4,Table 4 cell m4_m2016_se,pipeline,NA,6.1268,NA,6.1267635698501515,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_nclust,Table 4,Table 4 cell m4_nclust,pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_nobs,Table 4,Table 4 cell m4_nobs,pipeline,853,853,1,853,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_r2,Table 4,Table 4 cell m4_r2,pipeline,NA,0.8357,NA,0.8356733487234991,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_tv1_est,Table 4,Table 4 cell m4_tv1_est,pipeline,-0.00161931034712876,-0.0016,1,-0.00161931034712876,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_tv1_se,Table 4,Table 4 cell m4_tv1_se,pipeline,0.01086087176269422,0.0109,1,0.01086087176269422,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_tv2_est,Table 4,Table 4 cell m4_tv2_est,pipeline,6.758475674641944e-4,0.0007,1,6.758475674641944e-4,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_tv2_se,Table 4,Table 4 cell m4_tv2_se,pipeline,0.00960570277980645,0.0096,1,0.00960570277980645,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_x2012_est,Table 4,Table 4 cell m4_x2012_est,pipeline,NA,0.0525,NA,0.05252361899971209,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_x2012_se,Table 4,Table 4 cell m4_x2012_se,pipeline,NA,0.0315,NA,0.03145610558432272,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_x2014_est,Table 4,Table 4 cell m4_x2014_est,pipeline,NA,0.1484,NA,0.14843609087432594,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_x2014_se,Table 4,Table 4 cell m4_x2014_se,pipeline,NA,0.0521,NA,0.05205268032640306,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_x2016_est,Table 4,Table 4 cell m4_x2016_est,pipeline,NA,0.8483,NA,0.8482512409432976,1,NA,NA,NA
coppock_green_porter_2022,t4_m4_x2016_se,Table 4,Table 4 cell m4_x2016_se,pipeline,NA,0.0616,NA,0.06160606873804404,1,NA,NA,NA
coppock_green_porter_2022,ta1_m1_any_est,Table A.1,Table A.1 cell m1_any_est,pipeline,47.14504548673529,47.15,1,47.14504548673529,1,NA,NA,NA
coppock_green_porter_2022,ta1_m1_any_se,Table A.1,Table A.1 cell m1_any_se,pipeline,56.74410432699257,56.74,1,56.74410432699257,1,NA,NA,NA
coppock_green_porter_2022,ta1_m1_int_est,Table A.1,Table A.1 cell m1_int_est,pipeline,NA,-72.16,NA,-72.1611374407583,1,NA,NA,NA
coppock_green_porter_2022,ta1_m1_int_se,Table A.1,Table A.1 cell m1_int_se,pipeline,NA,37.75,NA,37.746454905090765,1,NA,NA,NA
coppock_green_porter_2022,ta1_m1_nclust,Table A.1,Table A.1 cell m1_nclust,pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,ta1_m1_nobs,Table A.1,Table A.1 cell m1_nobs,pipeline,857,857,1,857,1,NA,NA,NA
coppock_green_porter_2022,ta1_m1_r2,Table A.1,Table A.1 cell m1_r2,pipeline,NA,0.00,NA,0.00296405567796542,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_any_est,Table A.1,Table A.1 cell m2_any_est,pipeline,6.537417274466778,6.54,1,6.537417274466778,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_any_se,Table A.1,Table A.1 cell m2_any_se,pipeline,18.69691935822568,18.70,1,18.69691935822568,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_int_est,Table A.1,Table A.1 cell m2_int_est,pipeline,NA,88.28,NA,88.2823654307877,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_int_se,Table A.1,Table A.1 cell m2_int_se,pipeline,NA,17.70,NA,17.701542157245612,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_m2012_est,Table A.1,Table A.1 cell m2_m2012_est,pipeline,NA,33.90,NA,33.90085657745437,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_m2012_se,Table A.1,Table A.1 cell m2_m2012_se,pipeline,NA,17.93,NA,17.925640372766143,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_m2014_est,Table A.1,Table A.1 cell m2_m2014_est,pipeline,NA,10.77,NA,10.765701337657005,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_m2014_se,Table A.1,Table A.1 cell m2_m2014_se,pipeline,NA,20.48,NA,20.481467739691073,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_m2016_est,Table A.1,Table A.1 cell m2_m2016_est,pipeline,NA,-66.23,NA,-66.23274053506735,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_m2016_se,Table A.1,Table A.1 cell m2_m2016_se,pipeline,NA,70.20,NA,70.1974117208774,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_nclust,Table A.1,Table A.1 cell m2_nclust,pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_nobs,Table A.1,Table A.1 cell m2_nobs,pipeline,857,857,1,857,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_r2,Table A.1,Table A.1 cell m2_r2,pipeline,NA,0.86,NA,0.8550490149820257,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_x2012_est,Table A.1,Table A.1 cell m2_x2012_est,pipeline,NA,0.03,NA,0.02561424561963636,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_x2012_se,Table A.1,Table A.1 cell m2_x2012_se,pipeline,NA,0.05,NA,0.05485937956226283,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_x2014_est,Table A.1,Table A.1 cell m2_x2014_est,pipeline,NA,0.07,NA,0.06673658067734319,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_x2014_se,Table A.1,Table A.1 cell m2_x2014_se,pipeline,NA,0.04,NA,0.03910459198091881,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_x2016_est,Table A.1,Table A.1 cell m2_x2016_est,pipeline,NA,0.73,NA,0.7329485818060855,1,NA,NA,NA
coppock_green_porter_2022,ta1_m2_x2016_se,Table A.1,Table A.1 cell m2_x2016_se,pipeline,NA,0.04,NA,0.03971945690850367,1,NA,NA,NA
